database_from	Gene_name	Transcript_id	Chr	Start	Stop
CHD_Genes	PITX2	ENST00000394598.2	4	111538578	111558176
CHD_Genes	PITX2	ENST00000355080.5	4	111538578	111558508
CHD_Genes	PITX2	ENST00000306732.3	4	111538578	111544259
CHD_Genes	PITX2	ENST00000354925.2	4	111538581	111563162
CHD_Genes	PITX2	ENST00000394595.3	4	111538591	111558182
CHD_Genes	TERT	ENST00000310581.5	5	1253281	1295162
CHD_Genes	TERT	ENST00000296820.5	5	1253288	1295162
CHD_Genes	TERT	ENST00000334602.6	5	1253842	1295104
CHD_Genes	TERT	ENST00000508104.2	5	1266564	1295104
CHD_Genes	TERT	ENST00000522877.1	5	1294672	1295184
CHD_Genes	SEMA5A	ENST00000382496.5	5	9035137	9546187
CHD_Genes	ISL1	ENST00000230658.7	5	50678920	50690564
CHD_Genes	ISL1	ENST00000511384.1	5	50679505	50689444
CHD_Genes	HAND1	ENST00000231121.2	5	153854531	153857824
CHD_Genes	SH3PXD2B	ENST00000519643.1	5	171752184	171881362
CHD_Genes	SH3PXD2B	ENST00000311601.5	5	171760502	171881527
CHD_Genes	SH3PXD2B	ENST00000523651.1	5	171760502	171761239
CHD_Genes	NKX2-5	ENST00000329198.4	5	172659111	172662360
CHD_Genes	NKX2-5	ENST00000424406.2	5	172659895	172662267
CHD_Genes	NKX2-5	ENST00000521848.1	5	172659897	172662209
CHD_Genes	NSD1	ENST00000354179.4	5	176560079	176727211
CHD_Genes	NSD1	ENST00000355783.4	5	176560079	176648026
CHD_Genes	NSD1	ENST00000439151.2	5	176560925	176727216
CHD_Genes	NSD1	ENST00000511258.1	5	176561173	176564405
CHD_Genes	NSD1	ENST00000347982.4	5	176561229	176722763
CHD_Genes	NSD1	ENST00000361032.4	5	176562104	176727211
CHD_Genes	FOXC1	ENST00000541209.1	6	1610678	1612342
CHD_Genes	FOXC1	ENST00000380874.2	6	1610680	1614127
CHD_Genes	TFAP2B	ENST00000393655.2	6	50786435	50811451
CHD_Genes	TFAP2B	ENST00000263046.4	6	50786438	50815326
CHD_Genes	TFAP2B	ENST00000489228.1	6	50789497	50791578
CHD_Genes	GJA1	ENST00000440608.2	6	121756790	121769230
CHD_Genes	GJA1	ENST00000282561.3	6	121756837	121770873
CHD_Genes	HEY2	ENST00000368365.1	6	126068809	126082415
CHD_Genes	HEY2	ENST00000368364.3	6	126070725	126082415
CHD_Genes	CITED2	ENST00000367651.2	6	139693392	139695757
CHD_Genes	CITED2	ENST00000537332.1	6	139693395	139695350
CHD_Genes	CITED2	ENST00000536159.1	6	139693395	139695499
CHD_Genes	CITED2	ENST00000392312.1	6	139694268	139695081
CHD_Genes	HOXA1	ENST00000343060.4	7	27132611	27135593
CHD_Genes	HOXA1	ENST00000355633.5	7	27132931	27135615
CHD_Genes	TBX20	ENST00000408931.3	7	35242041	35293758
CHD_Genes	FKBP6	ENST00000431982.2	7	72742166	72772555
CHD_Genes	FKBP6	ENST00000413573.2	7	72742277	72772634
CHD_Genes	FKBP6	ENST00000252037.4	7	72742362	72772634
CHD_Genes	ELN	ENST00000252034.7	7	73442118	73484237
CHD_Genes	ELN	ENST00000445912.1	7	73442118	73483093
CHD_Genes	ELN	ENST00000358929.4	7	73442426	73484234
CHD_Genes	ELN	ENST00000320492.7	7	73442435	73484007
CHD_Genes	ELN	ENST00000414324.1	7	73442458	73484007
CHD_Genes	ELN	ENST00000380562.4	7	73442470	73483030
CHD_Genes	ELN	ENST00000380575.4	7	73442486	73484008
CHD_Genes	ELN	ENST00000380584.4	7	73442487	73484237
CHD_Genes	ELN	ENST00000458204.1	7	73442492	73484007
CHD_Genes	ELN	ENST00000357036.5	7	73442499	73484237
CHD_Genes	ELN	ENST00000442462.2	7	73442502	73484007
CHD_Genes	ELN	ENST00000429192.1	7	73442502	73484234
CHD_Genes	ELN	ENST00000380553.4	7	73442504	73484007
CHD_Genes	ELN	ENST00000380576.5	7	73442504	73484008
CHD_Genes	ELN	ENST00000320399.6	7	73442517	73483030
CHD_Genes	ELN	ENST00000466878.1	7	73466623	73470695
CHD_Genes	GTF2IRD1	ENST00000265755.3	7	73868119	74016917
CHD_Genes	GTF2IRD1	ENST00000455841.2	7	73868299	74016931
CHD_Genes	GTF2IRD1	ENST00000424337.2	7	73868438	74016928
CHD_Genes	GTF2IRD1	ENST00000476977.1	7	73920321	74016918
CHD_Genes	GTF2IRD1	ENST00000489094.1	7	73922404	73973990
CHD_Genes	BRAF	ENST00000288602.6	7	140434278	140624564
CHD_Genes	SOX7	ENST00000304501.1	8	10581277	10588022
CHD_Genes	SOX7	ENST00000553390.1	8	10582908	10697357
CHD_Genes	GATA4	ENST00000528712.1	8	11534467	11617509
CHD_Genes	GATA4	ENST00000532977.1	8	11534468	11565869
CHD_Genes	GATA4	ENST00000335135.4	8	11561712	11617511
CHD_Genes	GATA4	ENST00000259090.6	8	11565530	11616232
CHD_Genes	GATA4	ENST00000532059.1	8	11565741	11616031
CHD_Genes	NKX2-6	ENST00000418222.1	8	23559963	23563922
CHD_Genes	NKX2-6	ENST00000325017.3	8	23559963	23564111
CHD_Genes	CHD7	ENST00000307121.4	8	61591336	61779465
CHD_Genes	CHD7	ENST00000423902.1	8	61591338	61779463
CHD_Genes	CHD7	ENST00000524602.1	8	61653923	61779033
CHD_Genes	CHD7	ENST00000525508.1	8	61653991	61737974
CHD_Genes	CHD7	ENST00000529472.1	8	61767651	61769446
CHD_Genes	FOXH1	ENST00000377317.4	8	145698794	145701718
CHD_Genes	FOXH1	ENST00000292541.3	8	145699116	145701221
CHD_Genes	FOXH1	ENST00000525197.1	8	145700255	145701206
CHD_Genes	ROR2	ENST00000375715.1	9	94325372	94711162
CHD_Genes	ROR2	ENST00000375708.3	9	94484878	94712444
CHD_Genes	ROR2	ENST00000550066.1	9	94484883	94649481
CHD_Genes	NOTCH1	ENST00000277541.6	9	139388895	139440314
CHD_Genes	NOTCH1	ENST00000491649.1	9	139417079	139418350
CHD_Genes	EHMT1	ENST00000462484.1	9	140513443	140678845
CHD_Genes	EHMT1	ENST00000371400.2	9	140513443	140717952
CHD_Genes	EHMT1	ENST00000334856.6	9	140513443	140686572
CHD_Genes	EHMT1	ENST00000460843.1	9	140513453	140730576
CHD_Genes	EHMT1	ENST00000371394.2	9	140513464	140686705
CHD_Genes	NODAL	ENST00000287139.3	10	72192070	72201423
CHD_Genes	ANKRD1	ENST00000371697.3	10	92671852	92681033
CHD_Genes	SHOC2	ENST00000265277.5	10	112679300	112773422
CHD_Genes	SHOC2	ENST00000369452.4	10	112679304	112773425
CHD_Genes	SHOC2	ENST00000489390.1	10	112679360	112771428
CHD_Genes	HRAS	ENST00000397594.1	11	532241	534375
CHD_Genes	HRAS	ENST00000397596.2	11	532241	535339
CHD_Genes	HRAS	ENST00000451590.1	11	532242	535550
CHD_Genes	HRAS	ENST00000417302.1	11	532242	535550
CHD_Genes	HRAS	ENST00000311189.7	11	532375	535534
CHD_Genes	HRAS	ENST00000468682.2	11	533794	537287
CHD_Genes	CBL	ENST00000264033.3	11	119076751	119177651
CHD_Genes	MGP	ENST00000539261.1	12	15034114	15038860
CHD_Genes	MGP	ENST00000228938.5	12	15034831	15038791
CHD_Genes	KRAS	ENST00000311936.3	12	25357722	25403865
CHD_Genes	KRAS	ENST00000557334.1	12	25362101	25403870
CHD_Genes	KRAS	ENST00000256078.4	12	25362364	25403737
CHD_Genes	KRAS	ENST00000556131.1	12	25386752	25403863
CHD_Genes	COL2A1	ENST00000380518.3	12	48366747	48398269
CHD_Genes	COL2A1	ENST00000395281.3	12	48366747	48398104
CHD_Genes	COL2A1	ENST00000493991.1	12	48366983	48382254
CHD_Genes	COL2A1	ENST00000337299.6	12	48367189	48398104
CHD_Genes	MLL2	ENST00000301067.7	12	49412757	49449107
CHD_Genes	MLL2	ENST00000549743.1	12	49429357	49431079
CHD_Genes	PTPN11	ENST00000531326.1	12	112856154	112856885
CHD_Genes	PTPN11	ENST00000392597.1	12	112856712	112924727
CHD_Genes	PTPN11	ENST00000351677.2	12	112856717	112947717
CHD_Genes	PTPN11	ENST00000392596.3	12	112856762	112892603
CHD_Genes	TBX5	ENST00000349716.5	12	114791735	114846192
CHD_Genes	TBX5	ENST00000310346.4	12	114791735	114846247
CHD_Genes	TBX5	ENST00000448888.2	12	114792810	114845846
CHD_Genes	TBX5	ENST00000405440.2	12	114793185	114843889
CHD_Genes	TBX5	ENST00000526441.1	12	114803901	114841703
CHD_Genes	TBX5	ENST00000552726.1	12	114832682	114841754
CHD_Genes	TBX3	ENST00000349155.2	12	115108058	115121969
CHD_Genes	TBX3	ENST00000257566.3	12	115108059	115121395
CHD_Genes	TBX3	ENST00000361100.3	12	115109645	115121969
CHD_Genes	MED13L	ENST00000281928.3	12	116396380	116715143
CHD_Genes	MED13L	ENST00000551197.1	12	116547920	116714886
CHD_Genes	MYH6	ENST00000405093.3	14	23851198	23877486
CHD_Genes	MYH6	ENST00000356287.3	14	23851227	23876801
CHD_Genes	MYH7	ENST00000355349.3	14	23881946	23904927
CHD_Genes	MYH7	ENST00000544444.1	14	23881949	23904870
CHD_Genes	ACTC1	ENST00000544062.1	15	35080296	35087927
CHD_Genes	ACTC1	ENST00000290378.4	15	35080296	35088340
CHD_Genes	ACTC1	ENST00000557860.1	15	35083358	35085052
CHD_Genes	FBN1	ENST00000316623.5	15	48700502	48938046
CHD_Genes	FBN1	ENST00000544030.1	15	48700502	48937985
CHD_Genes	FBN1	ENST00000389087.3	15	48700502	48937985
CHD_Genes	FBN1	ENST00000561429.1	15	48703397	48708913
CHD_Genes	FBN1	ENST00000560355.1	15	48933185	48937918
CHD_Genes	ALDH1A2	ENST00000249750.4	15	58245621	58358616
CHD_Genes	ALDH1A2	ENST00000543386.1	15	58245627	58306704
CHD_Genes	ALDH1A2	ENST00000347587.3	15	58245628	58357936
CHD_Genes	ALDH1A2	ENST00000537372.1	15	58246017	58357866
CHD_Genes	ALDH1A2	ENST00000558231.1	15	58247260	58571462
CHD_Genes	ALDH1A2	ENST00000559517.1	15	58247364	58306299
CHD_Genes	ALDH1A2	ENST00000559579.1	15	58506252	58571520
CHD_Genes	STRA6	ENST00000395105.4	15	74471806	74495220
CHD_Genes	STRA6	ENST00000423167.2	15	74471806	74501310
CHD_Genes	STRA6	ENST00000449139.2	15	74471806	74504566
CHD_Genes	STRA6	ENST00000416286.3	15	74471806	74504608
CHD_Genes	STRA6	ENST00000323940.5	15	74471806	74501371
CHD_Genes	STRA6	ENST00000574439.1	15	74471809	74495556
CHD_Genes	STRA6	ENST00000535552.1	15	74472155	74502046
CHD_Genes	STRA6	ENST00000563965.1	15	74472315	74495199
CHD_Genes	STRA6	ENST00000574278.1	15	74472342	74500395
CHD_Genes	STRA6	ENST00000536129.1	15	74472404	74495096
CHD_Genes	STRA6	ENST00000432245.2	15	74486727	74501319
CHD_Genes	MYH11	ENST00000396320.3	16	15796991	15950887
CHD_Genes	MYH11	ENST00000338282.6	16	15796991	15950887
CHD_Genes	MYH11	ENST00000452625.2	16	15797028	15950868
CHD_Genes	MYH11	ENST00000396324.3	16	15797028	15950868
CHD_Genes	MYH11	ENST00000573908.1	16	15797597	15805127
CHD_Genes	MYH11	ENST00000576790.1	16	15797643	15950890
CHD_Genes	MYH11	ENST00000300036.5	16	15797847	15950890
CHD_Genes	RAI1	ENST00000353383.1	17	17584786	17714767
CHD_Genes	RAI1	ENST00000471135.1	17	17585808	17588364
CHD_Genes	RAI1	ENST00000315321.6	17	17696262	17707428
CHD_Genes	RAI1	ENST00000395776.1	17	17696262	17707433
CHD_Genes	RAI1	ENST00000261641.6	17	17696262	17714194
CHD_Genes	RAI1	ENST00000355970.2	17	17696262	17714605
CHD_Genes	NF1	ENST00000431387.3	17	29421944	29549782
CHD_Genes	NF1	ENST00000358273.4	17	29421944	29704695
CHD_Genes	NF1	ENST00000356175.3	17	29421944	29704695
CHD_Genes	NF1	ENST00000495910.1	17	29483058	29579822
CHD_Genes	NF1	ENST00000444181.2	17	29664834	29708905
CHD_Genes	NF1	ENST00000417592.2	17	29664834	29687615
CHD_Genes	GATA6	ENST00000269216.3	18	19749403	19782491
CHD_Genes	GDF1	ENST00000247005.5	19	18979360	19006953
CHD_Genes	JAG1	ENST00000254958.4	20	10618331	10654608
CHD_Genes	JAG1	ENST00000423891.2	20	10618406	10643154
CHD_Genes	JAG1	ENST00000488480.1	20	10625846	10627014
CHD_Genes	SLC2A10	ENST00000359271.2	20	45338125	45364965
CHD_Genes	SLC2A10	ENST00000486000.1	20	45338337	45339075
CHD_Genes	SALL4	ENST00000217086.3	20	50400580	50419014
CHD_Genes	SALL4	ENST00000371539.3	20	50400803	50418947
CHD_Genes	SALL4	ENST00000395997.3	20	50400803	50419014
CHD_Genes	SALL4	ENST00000483130.1	20	50408521	50418125
CHD_Genes	RUNX1	ENST00000300305.3	21	36160097	36421641
CHD_Genes	RUNX1	ENST00000325074.5	21	36160097	36262034
CHD_Genes	RUNX1	ENST00000437180.1	21	36160097	36421595
CHD_Genes	RUNX1	ENST00000344691.4	21	36160097	36260987
CHD_Genes	RUNX1	ENST00000399240.1	21	36164082	36259480
CHD_Genes	RUNX1	ENST00000431176.1	21	36164117	36421462
CHD_Genes	RUNX1	ENST00000399245.2	21	36164275	36421595
CHD_Genes	RUNX1	ENST00000358356.5	21	36193575	36260987
CHD_Genes	RUNX1	ENST00000486278.2	21	36228709	36421462
CHD_Genes	RUNX1	ENST00000494829.1	21	36807958	36837627
CHD_Genes	TBX1	ENST00000359500.3	22	19744225	19771116
CHD_Genes	TBX1	ENST00000332710.4	22	19744225	19754855
CHD_Genes	TBX1	ENST00000329705.7	22	19744225	19767069
CHD_Genes	CRKL	ENST00000354336.3	22	21271713	21308037
CHD_Genes	MAPK1	ENST00000215832.6	22	22108788	22221919
CHD_Genes	MAPK1	ENST00000491588.1	22	22118272	22123717
CHD_Genes	MAPK1	ENST00000415911.2	22	22118314	22221938
CHD_Genes	MAPK1	ENST00000398822.3	22	22123328	22221970
CHD_Genes	MAPK1	ENST00000544786.1	22	22123492	22221730
CHD_Genes	MID1	ENST00000453318.2	X	10413349	10645779
CHD_Genes	MID1	ENST00000317552.4	X	10413349	10588674
CHD_Genes	MID1	ENST00000380782.1	X	10413595	10588459
CHD_Genes	MID1	ENST00000454373.1	X	10413595	10535587
CHD_Genes	MID1	ENST00000380785.1	X	10413595	10851762
CHD_Genes	MID1	ENST00000380780.1	X	10413595	10557949
CHD_Genes	MID1	ENST00000380787.1	X	10413595	10851773
CHD_Genes	MID1	ENST00000380779.1	X	10413595	10544995
CHD_Genes	MID1	ENST00000479925.1	X	10417503	10428082
CHD_Genes	BCOR	ENST00000378463.1	X	39909067	39927373
CHD_Genes	BCOR	ENST00000397354.3	X	39910498	39956656
CHD_Genes	BCOR	ENST00000378455.4	X	39910498	40036582
CHD_Genes	BCOR	ENST00000378444.4	X	39910500	39956656
CHD_Genes	BCOR	ENST00000342274.4	X	39910500	40036582
CHD_Genes	BCOR	ENST00000501455.2	X	39931196	39937210
CHD_Genes	ATRX	ENST00000373344.4	X	76760377	77041702
CHD_Genes	ATRX	ENST00000480283.1	X	76760377	77041702
CHD_Genes	ATRX	ENST00000395603.3	X	76760377	77041702
CHD_Genes	ATRX	ENST00000400862.3	X	76909647	77041686
CHD_Genes	ATRX	ENST00000400861.3	X	76937806	76954375
CHD_Genes	ATRX	ENST00000373341.1	X	76949187	76972720
CHD_Genes	GPC3	ENST00000370818.3	X	132669772	133119922
CHD_Genes	GPC3	ENST00000394299.2	X	132669781	133119673
CHD_Genes	GPC3	ENST00000543339.1	X	132670151	133119476
CHD_Genes	ZIC3	ENST00000287538.5	X	136648300	136653744
CHD_Genes	ZIC3	ENST00000370606.3	X	136648676	136659850
CHD_Genes	ZIC3	ENST00000478471.1	X	136650963	136652154
CHD_Genes	FLNA	ENST00000360319.4	X	153576893	153599651
CHD_Genes	FLNA	ENST00000369852.5	X	153576898	153599585
CHD_Genes	FLNA	ENST00000422373.1	X	153576899	153603006
CHD_Genes	FLNA	ENST00000369850.3	X	153577015	153602994
CHD_Genes	FLNA	ENST00000369856.3	X	153577023	153586605
CHD_Genes	FLNA	ENST00000344736.4	X	153577151	153599656
CHD_Genes	FLNA	ENST00000498491.1	X	153577287	153579571
CHD_Genes	TAB2	ENST00000536230.1	6	149539776	149731075
CHD_Genes	TAB2	ENST00000392282.1	6	149639062	149701077
CHD_Genes	TAB2	ENST00000538427.1	6	149639435	149732747
CHD_Genes	TAB2	ENST00000367456.1	6	149642187	149732749
CHD_Genes	MAP2K2	ENST00000394867.1	19	4090318	4124114
CHD_Genes	MAP2K2	ENST00000262948.3	19	4090318	4124126
CHD_Genes	MAP2K2	ENST00000465472.1	19	4099192	4103211
CHD_Genes	VEGFA	ENST00000372067.3	6	43737949	43754224
CHD_Genes	VEGFA	ENST00000372077.4	6	43738518	43754224
CHD_Genes	VEGFA	ENST00000520948.1	6	43738819	43752686
CHD_Genes	VEGFA	ENST00000523873.1	6	43738945	43752346
CHD_Genes	VEGFA	ENST00000523950.1	6	43738945	43752639
CHD_Genes	VEGFA	ENST00000518689.1	6	43738983	43752299
CHD_Genes	VEGFA	ENST00000523125.1	6	43738983	43752299
CHD_Genes	VEGFA	ENST00000457104.2	6	43738983	43752299
CHD_Genes	VEGFA	ENST00000518824.1	6	43738983	43752395
CHD_Genes	VEGFA	ENST00000230480.6	6	43739728	43752672
CHD_Genes	ZFPM2	ENST00000407775.2	8	106330919	106816760
CHD_Genes	ZFPM2	ENST00000520492.1	8	106331770	106816098
CHD_Genes	ZFPM2	ENST00000517361.1	8	106541111	106815825
CHD_Genes	ZEB2	ENST00000465070.1	2	145268955	145277899
CHD_Genes	ZEB2	ENST00000392860.3	2	145121062	145277958
CHD_Genes	ZEB2	ENST00000303660.3	2	145145567	145278621
CHD_Genes	ZEB2	ENST00000409487.2	2	145145584	145275297
CHD_Genes	ZEB2	ENST00000539609.2	2	145146779	145277686
CHD_Genes	ZEB2	ENST00000558170.1	2	145146883	145277569
CHD_Genes	MAP2K1	ENST00000307102.4	15	66679154	66784754
CHD_Genes	MAP2K1	ENST00000566326.1	15	66745791	66783681
