database_from	Gene_name	Transcript_id	Chr	Start	Stop
exac_lofintol	CLSPN	ENST00000318121.3	1	36202096	36235471
exac_lofintol	PSMB2	ENST00000373237.3	1	36068867	36107033
exac_lofintol	AGO1	ENST00000373204.4	1	36349022	36385208
exac_lofintol	NCDN	ENST00000373243.2	1	36023791	36031264
exac_lofintol	THRAP3	ENST00000354618.5	1	36748164	36769618
exac_lofintol	STK40	ENST00000373129.3	1	36807355	36826933
exac_lofintol	ZC3H12A	ENST00000373087.6	1	37941097	37949212
exac_lofintol	MTF1	ENST00000373036.4	1	38280807	38323330
exac_lofintol	SF3A3	ENST00000373019.4	1	38423857	38455637
exac_lofintol	SNIP1	ENST00000296215.6	1	38003348	38019830
exac_lofintol	GRIK3	ENST00000373091.3	1	37267451	37499709
exac_lofintol	PPIE	ENST00000372830.1	1	40204572	40228296
exac_lofintol	PABPC4	ENST00000372858.3	1	40027369	40041623
exac_lofintol	MACF1	ENST00000545844.1	1	39549890	39951466
exac_lofintol	RLF	ENST00000372771.4	1	40627071	40706119
exac_lofintol	CTPS1	ENST00000372621.4	1	41448962	41475917
exac_lofintol	KCNQ4	ENST00000347132.5	1	41249765	41304195
exac_lofintol	MFSD2A	ENST00000372809.5	1	40420964	40435240
exac_lofintol	FOXJ3	ENST00000372572.1	1	42645380	42776764
exac_lofintol	SLC2A1	ENST00000426263.3	1	43392711	43424322
exac_lofintol	YBX1	ENST00000321358.7	1	43148236	43166686
exac_lofintol	PTPRF	ENST00000359947.4	1	44010746	44087674
exac_lofintol	ATP6V0B	ENST00000472174.2	1	44440712	44443679
exac_lofintol	KDM4A	ENST00000372396.3	1	44118846	44170041
exac_lofintol	IPO13	ENST00000372343.3	1	44413272	44433354
exac_lofintol	RNF220	ENST00000355387.2	1	44877769	45116447
exac_lofintol	RPS8	ENST00000396651.3	1	45241268	45244357
exac_lofintol	LRRC41	ENST00000343304.6	1	46744536	46768994
exac_lofintol	DMBX1	ENST00000360032.3	1	46972682	46978166
exac_lofintol	FAF1	ENST00000396153.2	1	50907111	51425483
exac_lofintol	ZFYVE9	ENST00000287727.3	1	52698878	52811893
exac_lofintol	OSBPL9	ENST00000447887.1	1	52082782	52253461
exac_lofintol	ELAVL4	ENST00000357083.4	1	50572005	50666850
exac_lofintol	ZCCHC11	ENST00000257177.4	1	52889606	52991952
exac_lofintol	NDC1	ENST00000371429.3	1	54233642	54303934
exac_lofintol	ZYG11B	ENST00000294353.6	1	53192325	53287301
exac_lofintol	LRP8	ENST00000306052.6	1	53712689	53793584
exac_lofintol	PRPF38A	ENST00000257181.9	1	52870421	52882362
exac_lofintol	SSBP3	ENST00000371320.3	1	54692803	54871681
exac_lofintol	DHCR24	ENST00000371269.3	1	55317905	55352792
exac_lofintol	PPAP2B	ENST00000371250.3	1	56962222	57044689
exac_lofintol	DAB1	ENST00000371236.2	1	57476367	57756702
exac_lofintol	USP24	ENST00000294383.6	1	55534717	55680786
exac_lofintol	NFIA	ENST00000371189.4	1	61547615	61920992
exac_lofintol	ROR1	ENST00000371079.1	1	64240088	64644538
exac_lofintol	USP1	ENST00000339950.4	1	62905538	62916652
exac_lofintol	JAK1	ENST00000342505.4	1	65300244	65351947
exac_lofintol	SGIP1	ENST00000371037.4	1	67000041	67208778
exac_lofintol	MIER1	ENST00000401041.1	1	67390711	67450583
exac_lofintol	SERBP1	ENST00000370995.2	1	67878889	67895983
exac_lofintol	LEPR	ENST00000349533.6	1	66031248	66102698
exac_lofintol	DNAJC6	ENST00000371069.4	1	65775428	65878708
exac_lofintol	SRSF11	ENST00000370950.3	1	70687319	70716488
exac_lofintol	ZRANB2	ENST00000370920.3	1	71530756	71546678
exac_lofintol	NEGR1	ENST00000357731.5	1	71873128	72748177
exac_lofintol	LRRC7	ENST00000035383.5	1	70225887	70587570
exac_lofintol	ANKRD13C	ENST00000370944.4	1	70728399	70820091
exac_lofintol	FUBP1	ENST00000370768.2	1	78414450	78444688
exac_lofintol	ZZZ3	ENST00000370801.3	1	78031324	78099039
exac_lofintol	USP33	ENST00000370793.1	1	78163001	78211147
exac_lofintol	LPHN2	ENST00000319517.6	1	82302669	82456829
exac_lofintol	PKN2	ENST00000370521.3	1	89150263	89299131
exac_lofintol	ZNF326	ENST00000340281.4	1	90460816	90493260
exac_lofintol	ZNF644	ENST00000370440.1	1	91382354	91447910
exac_lofintol	ABCD3	ENST00000370214.4	1	94884034	94982685
exac_lofintol	ARHGAP29	ENST00000260526.6	1	94639424	94697167
exac_lofintol	RPL5	ENST00000370321.3	1	93297671	93307422
exac_lofintol	BCAR3	ENST00000370244.1	1	94027797	94140486
exac_lofintol	MTF2	ENST00000370298.4	1	93545083	93602584
exac_lofintol	FNBP1L	ENST00000271234.7	1	93913838	94017973
exac_lofintol	HIAT1	ENST00000370152.3	1	100503788	100547765
exac_lofintol	LPPR4	ENST00000370185.3	1	99730005	99772566
exac_lofintol	LPPR5	ENST00000263177.4	1	99358627	99470227
exac_lofintol	PTBP2	ENST00000426398.2	1	97187420	97278961
exac_lofintol	PRPF38B	ENST00000370025.4	1	109235213	109242642
exac_lofintol	COL11A1	ENST00000370096.3	1	103343574	103573734
exac_lofintol	WDR47	ENST00000400794.3	1	109514051	109566134
exac_lofintol	SORT1	ENST00000256637.6	1	109856664	109940514
exac_lofintol	PSMA5	ENST00000271308.4	1	109944634	109968952
exac_lofintol	CELSR2	ENST00000271332.3	1	109792701	109816671
exac_lofintol	SARS	ENST00000234677.2	1	109756614	109780510
exac_lofintol	SLC6A17	ENST00000331565.4	1	110709551	110741066
exac_lofintol	CSF1	ENST00000329608.6	1	110453645	110467811
exac_lofintol	RBM15	ENST00000369784.3	1	110882027	110888231
exac_lofintol	AHCYL1	ENST00000369799.5	1	110527674	110564302
exac_lofintol	RAP1A	ENST00000369709.3	1	112233982	112251857
exac_lofintol	CEPT1	ENST00000545121.1	1	111690336	111726932
exac_lofintol	HIPK1	ENST00000369558.1	1	114483005	114516134
exac_lofintol	CAPZA1	ENST00000263168.3	1	113162466	113212754
exac_lofintol	MOV10	ENST00000413052.2	1	113217534	113243129
exac_lofintol	SYCP1	ENST00000369522.3	1	115398085	115537640
exac_lofintol	NRAS	ENST00000369535.4	1	115251155	115258781
exac_lofintol	TRIM33	ENST00000358465.2	1	114940269	115053697
exac_lofintol	CSDE1	ENST00000438362.2	1	115260789	115284285
exac_lofintol	ATP1A1	ENST00000537345.1	1	116916851	116947066
exac_lofintol	IGSF3	ENST00000369483.1	1	117119933	117208948
exac_lofintol	MAN1A2	ENST00000356554.3	1	117910805	118065579
exac_lofintol	ANKRD34A	ENST00000323397.4	1	145473328	145474819
exac_lofintol	RBM8A	ENST00000330165.8	1	145507666	145509211
exac_lofintol	NOTCH2	ENST00000256646.2	1	120457928	120612020
exac_lofintol	PIAS3	ENST00000393045.2	1	145576078	145585622
exac_lofintol	FCGR1A	ENST00000369168.4	1	149754299	149763073
exac_lofintol	SF3B4	ENST00000271628.8	1	149895433	149899651
exac_lofintol	ANP32E	ENST00000314136.8	1	150192992	150208134
exac_lofintol	PRPF3	ENST00000324862.6	1	150297400	150325455
exac_lofintol	PLEKHO1	ENST00000369124.4	1	150122447	150131718
exac_lofintol	RPRD2	ENST00000369068.4	1	150337190	150445810
exac_lofintol	MCL1	ENST00000369026.2	1	150549850	150552006
exac_lofintol	ARNT	ENST00000358595.5	1	150784496	150849043
exac_lofintol	SETDB1	ENST00000271640.5	1	150900190	150936840
exac_lofintol	CERS2	ENST00000271688.6	1	150938623	150941566
exac_lofintol	PI4KB	ENST00000368875.2	1	151265327	151298655
exac_lofintol	SNX27	ENST00000368843.3	1	151584677	151666077
exac_lofintol	POGZ	ENST00000271715.2	1	151377277	151414680
exac_lofintol	PSMD4	ENST00000368884.3	1	151227258	151239819
exac_lofintol	ZNF687	ENST00000324048.5	1	151258767	151263685
exac_lofintol	RORC	ENST00000318247.6	1	151779947	151804240
exac_lofintol	CHTOP	ENST00000368694.3	1	153609064	153617745
exac_lofintol	CRTC2	ENST00000368633.1	1	153920584	153930973
exac_lofintol	INTS3	ENST00000318967.2	1	153701110	153745746
exac_lofintol	ILF2	ENST00000361891.4	1	153634871	153643398
exac_lofintol	GATAD2B	ENST00000368655.4	1	153782652	153800823
exac_lofintol	DENND4B	ENST00000361217.4	1	153902772	153916850
exac_lofintol	UBAP2L	ENST00000428931.1	1	154197599	154242771
exac_lofintol	ADAR	ENST00000368474.4	1	154557281	154580482
exac_lofintol	UBE2Q1	ENST00000292211.4	1	154522913	154531029
exac_lofintol	ATP8B2	ENST00000368489.3	1	154300275	154321594
exac_lofintol	PYGO2	ENST00000368457.2	1	154931254	154934052
exac_lofintol	TRIM46	ENST00000334634.4	1	155146442	155156666
exac_lofintol	ASH1L	ENST00000392403.3	1	155307450	155491310
exac_lofintol	GON4L	ENST00000437809.1	1	155720374	155823571
exac_lofintol	KIAA0907	ENST00000368321.3	1	155883911	155904164
exac_lofintol	CLK2	ENST00000361168.5	1	155233008	155240768
exac_lofintol	ARHGEF2	ENST00000361247.4	1	155917732	155948218
exac_lofintol	UBQLN4	ENST00000368309.3	1	156006768	156023492
exac_lofintol	RUSC1	ENST00000368352.5	1	155291564	155300362
exac_lofintol	LMNA	ENST00000368300.4	1	156084709	156108897
exac_lofintol	MEF2D	ENST00000348159.4	1	156437436	156453084
exac_lofintol	CCT3	ENST00000295688.3	1	156278989	156307975
exac_lofintol	SMG5	ENST00000361813.5	1	156220377	156252471
exac_lofintol	ARHGEF11	ENST00000368194.3	1	156905791	157014122
exac_lofintol	PRCC	ENST00000271526.4	1	156737563	156770252
exac_lofintol	KIRREL	ENST00000359209.6	1	157963466	158064910
exac_lofintol	CADM3	ENST00000368124.4	1	159141555	159170712
exac_lofintol	DCAF8	ENST00000368073.3	1	160187381	160213798
exac_lofintol	COPA	ENST00000368069.3	1	160259946	160312960
exac_lofintol	NCSTN	ENST00000294785.5	1	160313186	160328061
exac_lofintol	VANGL2	ENST00000368061.2	1	160385627	160395168
exac_lofintol	ARHGAP30	ENST00000368013.3	1	161017504	161039414
exac_lofintol	NDUFS2	ENST00000367993.3	1	161172175	161183983
exac_lofintol	PBX1	ENST00000420696.2	1	164529059	164815913
exac_lofintol	RXRG	ENST00000359842.5	1	165370499	165414130
exac_lofintol	UAP1	ENST00000367926.4	1	162535858	162569153
exac_lofintol	LMX1A	ENST00000342310.3	1	165173116	165324796
exac_lofintol	DDR2	ENST00000367922.3	1	162688853	162750036
exac_lofintol	DCAF6	ENST00000367840.3	1	167906149	168044673
exac_lofintol	POGK	ENST00000367875.1	1	166810193	166819646
exac_lofintol	UCK2	ENST00000367879.4	1	165797070	165877060
exac_lofintol	POU2F1	ENST00000367866.2	1	167190134	167385047
exac_lofintol	ATP1B1	ENST00000367816.1	1	169076067	169100793
exac_lofintol	PRRC2C	ENST00000338920.4	1	171481227	171560986
exac_lofintol	VAMP4	ENST00000236192.7	1	171673645	171707554
exac_lofintol	RFWD2	ENST00000367669.3	1	175914288	176176114
exac_lofintol	RC3H1	ENST00000367696.2	1	173907858	173962123
exac_lofintol	CACYBP	ENST00000367679.2	1	174969316	174979215
exac_lofintol	SERPINC1	ENST00000367698.3	1	173873026	173886397
exac_lofintol	ASTN1	ENST00000361833.2	1	176833419	177133812
exac_lofintol	BRINP2	ENST00000361539.4	1	177199012	177250664
exac_lofintol	TNR	ENST00000367674.2	1	175292492	175375850
exac_lofintol	TDRD5	ENST00000444136.1	1	179561750	179660078
exac_lofintol	CEP350	ENST00000367607.3	1	179955316	180080296
exac_lofintol	RALGPS2	ENST00000367635.3	1	178745899	178885494
exac_lofintol	GLUL	ENST00000311223.5	1	182353539	182357872
exac_lofintol	CACNA1E	ENST00000367573.2	1	181452880	181767970
exac_lofintol	DHX9	ENST00000367549.3	1	182811701	182856569
exac_lofintol	NMNAT2	ENST00000287713.6	1	183221775	183387402
exac_lofintol	LAMC1	ENST00000258341.4	1	182992851	183111925
exac_lofintol	XPR1	ENST00000367590.4	1	180601337	180853202
exac_lofintol	SMG7	ENST00000507469.1	1	183441755	183522336
exac_lofintol	RNF2	ENST00000367510.3	1	185056685	185069433
exac_lofintol	IVNS1ABP	ENST00000367498.3	1	185267166	185278625
exac_lofintol	TRMT1L	ENST00000367506.5	1	185089150	185125844
exac_lofintol	TPR	ENST00000367478.4	1	186283102	186344160
exac_lofintol	RGL1	ENST00000304685.4	1	183711292	183895426
exac_lofintol	CFH	ENST00000367429.4	1	196621247	196716443
exac_lofintol	PTGS2	ENST00000367468.5	1	186643484	186649422
exac_lofintol	CDC73	ENST00000367435.3	1	193091330	193219842
exac_lofintol	KIF21B	ENST00000422435.2	1	200943222	200992511
exac_lofintol	NR5A2	ENST00000367362.3	1	199996975	200143338
exac_lofintol	CAMSAP2	ENST00000358823.2	1	200708955	200827187
exac_lofintol	ZNF281	ENST00000294740.3	1	200376145	200378833
exac_lofintol	LHX9	ENST00000367387.4	1	197886953	197898389
exac_lofintol	PTPRC	ENST00000442510.2	1	198608398	198725310
exac_lofintol	ELF3	ENST00000359651.3	1	201980264	201984451
exac_lofintol	IPO9	ENST00000361565.4	1	201798337	201845182
exac_lofintol	NAV1	ENST00000367296.4	1	201617796	201789060
exac_lofintol	TMEM183A	ENST00000367242.3	1	202976593	202992168
exac_lofintol	PIK3C2B	ENST00000367187.3	1	204393979	204438930
exac_lofintol	ZC3H11A	ENST00000545588.1	1	203786198	203821527
exac_lofintol	MDM4	ENST00000367182.3	1	204494646	204518810
exac_lofintol	PLEKHA6	ENST00000272203.3	1	204192597	204242855
exac_lofintol	RBBP5	ENST00000264515.6	1	205057914	205091001
exac_lofintol	SOX13	ENST00000367204.1	1	204082043	204095262
exac_lofintol	NFASC	ENST00000339876.6	1	204913443	204985667
exac_lofintol	NUCKS1	ENST00000367142.4	1	205687407	205719101
exac_lofintol	MAPKAPK2	ENST00000367103.3	1	206858574	206906063
exac_lofintol	SYT14	ENST00000422431.1	1	210111595	210334387
exac_lofintol	IRF6	ENST00000367021.3	1	209961764	209974758
exac_lofintol	PLXNA2	ENST00000367033.3	1	208200587	208391267
exac_lofintol	SLC30A1	ENST00000367001.4	1	211748729	211751954
exac_lofintol	PROX1	ENST00000366958.4	1	214169878	214209177
exac_lofintol	LPGAT1	ENST00000366997.4	1	211923240	212002638
exac_lofintol	PTPN14	ENST00000366956.5	1	214531264	214638146
exac_lofintol	TGFB2	ENST00000366929.4	1	218520043	218614704
exac_lofintol	MARK1	ENST00000366917.4	1	220702164	220835508
exac_lofintol	ESRRG	ENST00000366937.1	1	216680280	216880771
exac_lofintol	KCTD3	ENST00000259154.4	1	215741028	215793960
exac_lofintol	RAB3GAP2	ENST00000358951.2	1	220324592	220445679
exac_lofintol	SLC30A10	ENST00000366926.3	1	220088790	220101782
exac_lofintol	FBXO28	ENST00000366862.5	1	224301831	224345448
exac_lofintol	WDR26	ENST00000414423.2	1	224577536	224621807
exac_lofintol	ENAH	ENST00000366844.3	1	225685476	225840392
exac_lofintol	LBR	ENST00000338179.2	1	225591004	225611777
exac_lofintol	ACBD3	ENST00000366812.5	1	226334310	226374376
exac_lofintol	LIN9	ENST00000328205.5	1	226420201	226496888
exac_lofintol	ITPKB	ENST00000429204.1	1	226822371	226925159
exac_lofintol	CDC42BPA	ENST00000366769.3	1	227181968	227504883
exac_lofintol	TAF5L	ENST00000258281.2	1	229730043	229750229
exac_lofintol	TSNAX	ENST00000366639.4	1	231664556	231700651
exac_lofintol	EGLN1	ENST00000366641.3	1	231502156	231557634
exac_lofintol	EXOC8	ENST00000360394.2	1	231471313	231473491
exac_lofintol	SPRTN	ENST00000295050.7	1	231474129	231489107
exac_lofintol	SIPA1L2	ENST00000366630.1	1	232534872	232651085
exac_lofintol	HEATR1	ENST00000366582.3	1	236714201	236767395
exac_lofintol	RYR2	ENST00000366574.2	1	237205821	237995947
exac_lofintol	LYST	ENST00000389794.3	1	235826239	235993717
exac_lofintol	ARID4B	ENST00000264183.3	1	235331839	235490234
exac_lofintol	ACTN2	ENST00000366578.4	1	236849973	236925919
exac_lofintol	CHRM3	ENST00000255380.4	1	240070751	240072524
exac_lofintol	FMN2	ENST00000319653.9	1	240255409	240637454
exac_lofintol	AKT3	ENST00000366539.1	1	243668550	244006472
exac_lofintol	ZBTB18	ENST00000358704.4	1	244214733	244218672
exac_lofintol	CNST	ENST00000366513.4	1	246754864	246829207
exac_lofintol	DESI2	ENST00000302550.11	1	244816615	244869091
exac_lofintol	KIF26B	ENST00000407071.2	1	245318726	245865908
exac_lofintol	AHCTF1	ENST00000326225.3	1	247004107	247094629
exac_lofintol	ZNF496	ENST00000294753.4	1	247463820	247492880
exac_lofintol	HNRNPU	ENST00000283179.9	1	245017751	245027609
exac_lofintol	MYT1L	ENST00000428368.2	2	1795638	1983549
exac_lofintol	RPS7	ENST00000304921.5	2	3623199	3628472
exac_lofintol	ODC1	ENST00000234111.4	2	10580849	10585158
exac_lofintol	RRM2	ENST00000360566.2	2	10262745	10269513
exac_lofintol	ASAP2	ENST00000281419.3	2	9347233	9543456
exac_lofintol	RNF144A	ENST00000320892.6	2	7137057	7179891
exac_lofintol	ADAM17	ENST00000310823.3	2	9630305	9695734
exac_lofintol	GRHL1	ENST00000324907.9	2	10091962	10140835
exac_lofintol	MYCN	ENST00000281043.3	2	16082186	16086219
exac_lofintol	DDX1	ENST00000381341.2	2	15732057	15771030
exac_lofintol	TRIB2	ENST00000155926.4	2	12858433	12880920
exac_lofintol	ROCK2	ENST00000315872.6	2	11323562	11484262
exac_lofintol	PUM2	ENST00000338086.5	2	20451345	20527121
exac_lofintol	NCOA1	ENST00000406961.1	2	24881546	24991260
exac_lofintol	ATAD2B	ENST00000238789.5	2	23974915	24149640
exac_lofintol	KIF3C	ENST00000264712.3	2	26151846	26204786
exac_lofintol	DPYSL5	ENST00000288699.6	2	27121367	27169863
exac_lofintol	ASXL2	ENST00000435504.4	2	25964897	26101091
exac_lofintol	RAB10	ENST00000264710.4	2	26257477	26357890
exac_lofintol	ZNF513	ENST00000323703.6	2	27600411	27603393
exac_lofintol	CAD	ENST00000264705.4	2	27440419	27466386
exac_lofintol	GTF3C2	ENST00000359541.2	2	27549541	27566421
exac_lofintol	NRBP1	ENST00000233557.3	2	27656140	27664679
exac_lofintol	ZNF512	ENST00000355467.4	2	27805979	27844328
exac_lofintol	FOSL2	ENST00000264716.4	2	28616587	28635315
exac_lofintol	PPP1CB	ENST00000395366.2	2	28974990	29022169
exac_lofintol	PPM1G	ENST00000344034.4	2	27604465	27632289
exac_lofintol	WDR43	ENST00000407426.3	2	29117564	29169645
exac_lofintol	SPAST	ENST00000315285.3	2	32288900	32379565
exac_lofintol	CRIM1	ENST00000280527.2	2	36583435	36775844
exac_lofintol	STRN	ENST00000263918.4	2	37076598	37193606
exac_lofintol	BIRC6	ENST00000421745.2	2	32582229	32842971
exac_lofintol	SRSF7	ENST00000313117.6	2	38972274	38978398
exac_lofintol	SLC8A1	ENST00000403092.1	2	40342392	40657420
exac_lofintol	ATL2	ENST00000378954.4	2	38523135	38604402
exac_lofintol	SOS1	ENST00000426016.1	2	39212964	39347563
exac_lofintol	TMEM178A	ENST00000281961.2	2	39893114	39944391
exac_lofintol	EPAS1	ENST00000263734.3	2	46525050	46611799
exac_lofintol	PRKCE	ENST00000306156.3	2	45879239	46412020
exac_lofintol	FBXO11	ENST00000403359.3	2	48035256	48132859
exac_lofintol	PSME4	ENST00000404125.1	2	54093225	54197921
exac_lofintol	SPTBN1	ENST00000356805.4	2	54753555	54895706
exac_lofintol	CCDC88A	ENST00000336838.6	2	55518846	55646215
exac_lofintol	NRXN1	ENST00000404971.1	2	50149081	51255411
exac_lofintol	CCT4	ENST00000394440.3	2	62095826	62115642
exac_lofintol	REL	ENST00000295025.8	2	61108975	61149670
exac_lofintol	PNPT1	ENST00000447944.2	2	55863371	55920958
exac_lofintol	XPO1	ENST00000401558.2	2	61705954	61761032
exac_lofintol	PAPOLG	ENST00000238714.3	2	60983613	61024295
exac_lofintol	USP34	ENST00000398571.2	2	61415236	61697827
exac_lofintol	EFEMP1	ENST00000394555.2	2	56094207	56149575
exac_lofintol	MEIS1	ENST00000272369.9	2	66662988	66796240
exac_lofintol	VPS54	ENST00000272322.4	2	64120563	64211133
exac_lofintol	PELI1	ENST00000358912.4	2	64321835	64335444
exac_lofintol	ETAA1	ENST00000272342.5	2	67624580	67637170
exac_lofintol	EHBP1	ENST00000263991.5	2	62934326	63272635
exac_lofintol	ACTR2	ENST00000377982.4	2	65455043	65495868
exac_lofintol	MDH1	ENST00000539945.1	2	63816461	63834121
exac_lofintol	AFTPH	ENST00000238855.7	2	64778608	64819169
exac_lofintol	ANTXR1	ENST00000303714.4	2	69240631	69472617
exac_lofintol	GFPT1	ENST00000357308.4	2	69553320	69614203
exac_lofintol	AAK1	ENST00000409085.4	2	69703000	69870172
exac_lofintol	ADD2	ENST00000264436.4	2	70890556	70933540
exac_lofintol	FBXO41	ENST00000521871.1	2	73486109	73496758
exac_lofintol	CCT7	ENST00000258091.5	2	73461506	73479989
exac_lofintol	ZNF638	ENST00000409544.1	2	71576084	71661937
exac_lofintol	CYP26B1	ENST00000001146.2	2	72359355	72374963
exac_lofintol	TET3	ENST00000409262.3	2	74273449	74329303
exac_lofintol	INO80B	ENST00000233331.7	2	74682243	74684991
exac_lofintol	PCGF1	ENST00000233630.6	2	74732269	74734795
exac_lofintol	CTNNA2	ENST00000466387.1	2	79878682	80874997
exac_lofintol	LRRTM1	ENST00000295057.3	2	80529375	80530944
exac_lofintol	RMND5A	ENST00000283632.4	2	86947790	87000534
exac_lofintol	POLR1A	ENST00000263857.6	2	86254545	86332899
exac_lofintol	KDM3A	ENST00000409556.1	2	86669170	86719242
exac_lofintol	REEP1	ENST00000538924.1	2	86444222	86565199
exac_lofintol	KANSL3	ENST00000431828.1	2	97261347	97302872
exac_lofintol	SNRNP200	ENST00000323853.5	2	96940749	96971175
exac_lofintol	ARID5A	ENST00000357485.3	2	97202563	97218050
exac_lofintol	STARD7	ENST00000337288.5	2	96852467	96874172
exac_lofintol	SEMA4C	ENST00000305476.5	2	97526362	97533623
exac_lofintol	INPP4A	ENST00000074304.5	2	99136511	99204071
exac_lofintol	TMEM131	ENST00000186436.5	2	98373561	98612125
exac_lofintol	AFF3	ENST00000356421.2	2	100167935	100720916
exac_lofintol	CNOT11	ENST00000289382.3	2	101869426	101885875
exac_lofintol	REV1	ENST00000258428.3	2	100017703	100081437
exac_lofintol	MAP4K4	ENST00000347699.4	2	102314542	102507711
exac_lofintol	NPAS2	ENST00000335681.5	2	101521216	101612044
exac_lofintol	RANBP2	ENST00000283195.6	2	109336062	109400357
exac_lofintol	BCL2L11	ENST00000393256.3	2	111881322	111921808
exac_lofintol	SH3RF3	ENST00000309415.6	2	109745996	110259248
