database	name	name2	chr	chromStart	chromEnd
CpGisland	CpG30	filler	1	2266007	2266432
CpGisland	CpG24	filler	1	2276358	2276657
CpGisland	CpG16	filler	1	2304159	2304376
CpGisland	CpG37	filler	1	2316353	2316749
CpGisland	CpG146	filler	1	2322481	2323764
CpGisland	CpG43	filler	1	2333550	2334172
CpGisland	CpG26	filler	1	2339876	2340246
CpGisland	CpG133	filler	1	2343385	2344717
CpGisland	CpG19	filler	1	2345891	2346156
CpGisland	CpG24	filler	1	2359926	2360167
CpGisland	CpG17	filler	1	2371846	2372073
CpGisland	CpG107	filler	1	2374818	2375814
CpGisland	CpG30	filler	1	2387669	2388086
CpGisland	CpG27	filler	1	2398825	2399055
CpGisland	CpG26	filler	1	2409757	2410049
CpGisland	CpG24	filler	1	2411125	2411404
CpGisland	CpG29	filler	1	2415198	2415506
CpGisland	CpG36	filler	1	2433648	2434065
CpGisland	CpG18	filler	1	2435041	2435257
CpGisland	CpG24	filler	1	2435554	2435828
CpGisland	CpG17	filler	1	2439797	2440022
CpGisland	CpG30	filler	1	2440126	2440478
CpGisland	CpG24	filler	1	2445355	2445648
CpGisland	CpG25	filler	1	2449922	2450206
CpGisland	CpG29	filler	1	2451217	2451551
CpGisland	CpG16	filler	1	2452795	2453007
CpGisland	CpG100	filler	1	2457241	2458259
CpGisland	CpG105	filler	1	2460760	2462010
CpGisland	CpG23	filler	1	2466934	2467212
CpGisland	CpG49	filler	1	2472095	2472586
CpGisland	CpG65	filler	1	2477563	2478363
CpGisland	CpG133	filler	1	2517397	2518892
CpGisland	CpG20	filler	1	2527239	2527503
CpGisland	CpG19	filler	1	2537671	2537886
CpGisland	CpG96	filler	1	2559892	2561055
CpGisland	CpG86	filler	1	2574030	2574864
CpGisland	CpG111	filler	1	2706025	2706961
CpGisland	CpG41	filler	1	2716741	2717233
CpGisland	CpG44	filler	1	2772126	2772665
CpGisland	CpG15	filler	1	2777157	2777361
CpGisland	CpG40	filler	1	2827785	2828294
CpGisland	CpG19	filler	1	2847056	2847288
CpGisland	CpG16	filler	1	2850665	2850873
CpGisland	CpG21	filler	1	2876545	2876808
CpGisland	CpG18	filler	1	2885062	2885284
CpGisland	CpG23	filler	1	2886589	2886923
CpGisland	CpG26	filler	1	2918497	2918753
CpGisland	CpG22	filler	1	2929155	2929376
CpGisland	CpG28	filler	1	2938633	2939043
CpGisland	CpG126	filler	1	2979275	2980758
CpGisland	CpG406	filler	1	2983925	2987962
CpGisland	CpG82	filler	1	2990030	2990718
CpGisland	CpG15	filler	1	2997272	2997473
CpGisland	CpG19	filler	1	2999727	2999978
CpGisland	CpG30	filler	1	3028179	3028557
CpGisland	CpG20	filler	1	3038067	3038343
CpGisland	CpG21	filler	1	3056541	3056772
CpGisland	CpG17	filler	1	3059050	3059268
CpGisland	CpG27	filler	1	3071899	3072239
CpGisland	CpG29	filler	1	3080934	3081292
CpGisland	CpG55	filler	1	3102540	3103352
CpGisland	CpG27	filler	1	3104956	3105253
CpGisland	CpG25	filler	1	3111579	3111909
CpGisland	CpG19	filler	1	3147845	3148081
CpGisland	CpG18	filler	1	3155160	3155361
CpGisland	CpG61	filler	1	3157509	3158300
CpGisland	CpG65	filler	1	3163969	3164643
CpGisland	CpG33	filler	1	3182821	3183216
CpGisland	CpG26	filler	1	3184546	3184824
CpGisland	CpG47	filler	1	3195376	3196052
CpGisland	CpG61	filler	1	3203765	3204453
CpGisland	CpG24	filler	1	3239915	3240261
CpGisland	CpG18	filler	1	3275029	3275284
CpGisland	CpG20	filler	1	3307069	3307285
CpGisland	CpG83	filler	1	3310102	3311035
CpGisland	CpG75	filler	1	3321269	3322310
CpGisland	CpG107	filler	1	3327991	3329424
CpGisland	CpG19	filler	1	3331040	3331279
CpGisland	CpG19	filler	1	3331986	3332227
CpGisland	CpG52	filler	1	3342012	3342806
CpGisland	CpG23	filler	1	3351365	3351632
CpGisland	CpG82	filler	1	3370905	3371683
CpGisland	CpG34	filler	1	3394701	3395191
CpGisland	CpG21	filler	1	3425576	3425797
CpGisland	CpG21	filler	1	3426361	3426570
CpGisland	CpG26	filler	1	3427355	3427683
CpGisland	CpG20	filler	1	3435988	3436250
CpGisland	CpG57	filler	1	3447449	3447950
CpGisland	CpG28	filler	1	3459874	3460269
CpGisland	CpG46	filler	1	3499902	3500470
CpGisland	CpG29	filler	1	3511709	3512118
CpGisland	CpG59	filler	1	3527619	3528078
CpGisland	CpG25	filler	1	3528333	3528683
CpGisland	CpG120	filler	1	3540767	3542241
CpGisland	CpG18	filler	1	3556963	3557201
CpGisland	CpG113	filler	1	3559952	3561009
CpGisland	CpG284	filler	1	3566445	3569636
CpGisland	CpG40	filler	1	3607096	3607553
CpGisland	CpG15	filler	1	3623318	3623521
CpGisland	CpG32	filler	1	3634633	3635101
CpGisland	CpG36	filler	1	3649294	3649674
CpGisland	CpG101	filler	1	3662963	3664085
CpGisland	CpG92	filler	1	3688553	3689684
CpGisland	CpG18	filler	1	3703672	3703908
CpGisland	CpG92	filler	1	3712398	3713234
CpGisland	CpG38	filler	1	3731458	3732015
CpGisland	CpG110	filler	1	3773187	3774465
CpGisland	CpG21	filler	1	3775077	3775369
CpGisland	CpG49	filler	1	3790864	3791611
CpGisland	CpG48	filler	1	3808490	3809236
CpGisland	CpG134	filler	1	3816356	3818084
CpGisland	CpG18	filler	1	3824219	3824456
CpGisland	CpG41	filler	1	4192633	4193243
CpGisland	CpG23	filler	1	4221387	4221672
CpGisland	CpG232	filler	1	4713989	4716555
CpGisland	CpG23	filler	1	4726576	4726867
CpGisland	CpG67	filler	1	4771652	4772545
CpGisland	CpG17	filler	1	4832351	4832553
CpGisland	CpG43	filler	1	5772056	5772513
CpGisland	CpG16	filler	1	5793557	5793784
CpGisland	CpG22	filler	1	5937157	5937392
CpGisland	CpG16	filler	1	5950824	5951029
CpGisland	CpG162	filler	1	6051595	6052955
CpGisland	CpG20	filler	1	6086244	6086494
CpGisland	CpG20	filler	1	6111609	6111836
CpGisland	CpG34	filler	1	6131635	6131985
CpGisland	CpG41	filler	1	6187743	6188235
CpGisland	CpG22	filler	1	6188873	6189120
CpGisland	CpG20	filler	1	6202118	6202359
CpGisland	CpG28	filler	1	6208716	6209039
CpGisland	CpG180	filler	1	6239237	6240814
CpGisland	CpG17	filler	1	6241031	6241251
CpGisland	CpG66	filler	1	6259178	6259883
CpGisland	CpG96	filler	1	6265825	6266778
CpGisland	CpG88	filler	1	6268820	6269588
CpGisland	CpG74	filler	1	6295528	6296261
CpGisland	CpG111	filler	1	6301695	6302856
CpGisland	CpG120	filler	1	6305148	6306463
CpGisland	CpG100	filler	1	6309163	6310092
CpGisland	CpG35	filler	1	6313761	6314139
CpGisland	CpG92	filler	1	6320137	6320942
CpGisland	CpG22	filler	1	6339948	6340268
CpGisland	CpG21	filler	1	6341136	6341412
CpGisland	CpG148	filler	1	6452814	6454185
CpGisland	CpG180	filler	1	6479057	6480938
CpGisland	CpG87	filler	1	6484503	6485327
CpGisland	CpG87	filler	1	6500168	6501130
CpGisland	CpG156	filler	1	6507207	6509186
CpGisland	CpG32	filler	1	6511689	6512110
CpGisland	CpG231	filler	1	6514108	6516325
CpGisland	CpG109	filler	1	6520584	6521955
CpGisland	CpG24	filler	1	6525996	6526228
CpGisland	CpG104	filler	1	6530536	6531814
CpGisland	CpG44	filler	1	6545143	6545559
CpGisland	CpG84	filler	1	6550083	6551115
CpGisland	CpG34	filler	1	6557561	6557872
CpGisland	CpG68	filler	1	6614136	6614835
CpGisland	CpG80	filler	1	6639427	6640361
CpGisland	CpG23	filler	1	6653397	6653674
CpGisland	CpG27	filler	1	6659125	6659505
CpGisland	CpG224	filler	1	6661776	6663844
CpGisland	CpG273	filler	1	6672786	6675741
CpGisland	CpG67	filler	1	6685071	6685691
CpGisland	CpG96	filler	1	6761295	6762131
CpGisland	CpG191	filler	1	6844313	6846366
CpGisland	CpG23	filler	1	7022001	7022308
CpGisland	CpG16	filler	1	7122519	7122727
CpGisland	CpG111	filler	1	7723400	7725175
CpGisland	CpG107	filler	1	7740143	7741117
CpGisland	CpG157	filler	1	7764593	7765856
CpGisland	CpG61	filler	1	7831378	7831846
CpGisland	CpG20	filler	1	7843460	7843693
CpGisland	CpG110	filler	1	7843915	7845104
CpGisland	CpG25	filler	1	7887198	7887476
CpGisland	CpG31	filler	1	8002408	8002699
CpGisland	CpG62	filler	1	8013993	8014651
CpGisland	CpG91	filler	1	8021301	8022226
CpGisland	CpG157	filler	1	8085554	8086854
CpGisland	CpG15	filler	1	8271996	8272202
CpGisland	CpG63	filler	1	8277195	8277822
CpGisland	CpG67	filler	1	8377784	8378447
CpGisland	CpG24	filler	1	8384387	8384719
CpGisland	CpG21	filler	1	8385895	8386168
CpGisland	CpG46	filler	1	8390202	8390800
CpGisland	CpG23	filler	1	8395343	8395635
CpGisland	CpG32	filler	1	8403697	8404102
CpGisland	CpG43	filler	1	8418322	8418857
CpGisland	CpG80	filler	1	8483389	8484339
CpGisland	CpG64	filler	1	8763005	8763549
CpGisland	CpG22	filler	1	8877012	8877283
CpGisland	CpG62	filler	1	8877598	8878092
CpGisland	CpG140	filler	1	8938098	8939409
CpGisland	CpG105	filler	1	9099280	9100513
CpGisland	CpG32	filler	1	9131602	9131909
CpGisland	CpG112	filler	1	9188503	9189743
CpGisland	CpG157	filler	1	9242167	9243827
CpGisland	CpG38	filler	1	9258565	9258956
CpGisland	CpG79	filler	1	9294401	9295118
CpGisland	CpG20	filler	1	9324202	9324439
CpGisland	CpG23	filler	1	9324687	9325016
CpGisland	CpG24	filler	1	9416126	9416404
CpGisland	CpG22	filler	1	9427507	9427734
CpGisland	CpG33	filler	1	9488937	9489249
CpGisland	CpG32	filler	1	9555379	9555652
CpGisland	CpG144	filler	1	9599350	9600444
CpGisland	CpG97	filler	1	9648586	9649517
CpGisland	CpG19	filler	1	9670617	9670868
CpGisland	CpG30	filler	1	9687125	9687367
CpGisland	CpG129	filler	1	9711780	9713001
CpGisland	CpG71	filler	1	9749295	9750228
CpGisland	CpG26	filler	1	9775708	9775997
CpGisland	CpG32	filler	1	9790292	9790704
CpGisland	CpG26	filler	1	9791158	9791486
CpGisland	CpG19	filler	1	9822576	9822817
CpGisland	CpG159	filler	1	9883011	9884667
CpGisland	CpG28	filler	1	9969845	9970063
CpGisland	CpG21	filler	1	9970584	9970790
CpGisland	CpG39	filler	1	10003165	10003585
CpGisland	CpG92	filler	1	10057121	10058108
CpGisland	CpG72	filler	1	10092532	10093404
CpGisland	CpG160	filler	1	10270015	10271306
CpGisland	CpG18	filler	1	10386183	10386390
CpGisland	CpG147	filler	1	10458548	10459997
CpGisland	CpG83	filler	1	10490200	10491072
CpGisland	CpG59	filler	1	10532177	10532800
CpGisland	CpG22	filler	1	10534918	10535172
CpGisland	CpG48	filler	1	10698299	10698910
CpGisland	CpG75	filler	1	10699394	10700098
CpGisland	CpG19	filler	1	10702136	10702340
CpGisland	CpG25	filler	1	10707810	10708140
CpGisland	CpG30	filler	1	10713838	10714203
CpGisland	CpG22	filler	1	10714401	10714708
CpGisland	CpG48	filler	1	10719867	10720581
CpGisland	CpG36	filler	1	10725187	10725617
CpGisland	CpG42	filler	1	10753773	10754176
CpGisland	CpG21	filler	1	10755226	10755521
CpGisland	CpG27	filler	1	10757891	10758252
CpGisland	CpG43	filler	1	10764449	10764925
CpGisland	CpG247	filler	1	10853894	10856964
CpGisland	CpG20	filler	1	10895895	10896117
CpGisland	CpG93	filler	1	11072319	11073245
CpGisland	CpG123	filler	1	11119030	11120634
CpGisland	CpG77	filler	1	11159387	11160136
CpGisland	CpG60	filler	1	11322258	11323036
CpGisland	CpG29	filler	1	11333259	11333547
CpGisland	CpG172	filler	1	11538669	11540342
CpGisland	CpG80	filler	1	11561366	11562156
CpGisland	CpG20	filler	1	11589838	11590044
CpGisland	CpG23	filler	1	11596382	11596622
CpGisland	CpG40	filler	1	11708767	11709277
CpGisland	CpG35	filler	1	11710459	11710788
CpGisland	CpG100	filler	1	11714217	11715304
CpGisland	CpG84	filler	1	11724113	11724885
CpGisland	CpG95	filler	1	11740828	11741717
CpGisland	CpG169	filler	1	11750701	11752651
CpGisland	CpG34	filler	1	11779566	11780016
CpGisland	CpG27	filler	1	11795975	11796263
CpGisland	CpG25	filler	1	11822139	11822363
CpGisland	CpG93	filler	1	11865462	11866566
CpGisland	CpG28	filler	1	11898393	11898732
CpGisland	CpG43	filler	1	11919115	11919555
CpGisland	CpG84	filler	1	11985643	11986634
CpGisland	CpG35	filler	1	11994694	11994969
CpGisland	CpG73	filler	1	12040113	12040793
CpGisland	CpG66	filler	1	12079251	12079903
CpGisland	CpG63	filler	1	12123488	12124148
CpGisland	CpG90	filler	1	12226876	12227712
CpGisland	CpG21	filler	1	12251777	12251985
CpGisland	CpG56	filler	1	12289954	12290585
CpGisland	CpG23	filler	1	12290955	12291199
CpGisland	CpG18	filler	1	12600347	12600556
CpGisland	CpG33	filler	1	12655926	12656248
CpGisland	CpG133	filler	1	12676983	12678642
CpGisland	CpG89	filler	1	13839505	13840613
CpGisland	CpG23	filler	1	13881410	13881612
CpGisland	CpG22	filler	1	13909606	13909842
CpGisland	CpG59	filler	1	13910137	13910868
CpGisland	CpG84	filler	1	14026481	14027200
CpGisland	CpG109	filler	1	14075267	14076458
CpGisland	CpG41	filler	1	14219350	14219737
CpGisland	CpG119	filler	1	14924610	14925993
CpGisland	CpG21	filler	1	15127583	15127869
CpGisland	CpG135	filler	1	15250373	15251545
CpGisland	CpG31	filler	1	15375063	15375413
CpGisland	CpG197	filler	1	15479219	15481471
CpGisland	CpG20	filler	1	15541181	15541447
CpGisland	CpG45	filler	1	15573620	15573953
CpGisland	CpG121	filler	1	15736033	15737228
CpGisland	CpG23	filler	1	15850493	15850699
CpGisland	CpG51	filler	1	15851106	15851581
CpGisland	CpG53	filler	1	15853108	15853663
CpGisland	CpG54	filler	1	15911088	15911608
CpGisland	CpG44	filler	1	15929823	15930289
CpGisland	CpG57	filler	1	15943821	15944356
CpGisland	CpG21	filler	1	16011266	16011502
CpGisland	CpG25	filler	1	16053616	16053975
CpGisland	CpG17	filler	1	16058297	16058505
CpGisland	CpG18	filler	1	16070628	16070853
CpGisland	CpG15	filler	1	16073318	16073521
CpGisland	CpG76	filler	1	16085147	16085862
CpGisland	CpG151	filler	1	16161260	16162880
CpGisland	CpG41	filler	1	16163752	16164123
CpGisland	CpG184	filler	1	16173889	16175396
CpGisland	CpG27	filler	1	16175829	16176117
CpGisland	CpG22	filler	1	16260870	16261155
CpGisland	CpG28	filler	1	16269900	16270259
CpGisland	CpG82	filler	1	16270591	16271582
CpGisland	CpG72	filler	1	16301902	16302672
CpGisland	CpG42	filler	1	16399648	16400072
CpGisland	CpG20	filler	1	16464376	16464621
CpGisland	CpG20	filler	1	16475111	16475324
CpGisland	CpG118	filler	1	16481484	16482782
CpGisland	CpG48	filler	1	16494061	16494505
CpGisland	CpG124	filler	1	16532917	16534580
CpGisland	CpG44	filler	1	16543683	16544307
CpGisland	CpG37	filler	1	16553326	16553660
CpGisland	CpG37	filler	1	16563544	16563799
CpGisland	CpG64	filler	1	16678574	16679192
CpGisland	CpG56	filler	1	16693621	16694270
CpGisland	CpG70	filler	1	16766998	16767803
CpGisland	CpG36	filler	1	16810605	16810957
CpGisland	CpG129	filler	1	16825138	16826377
CpGisland	CpG18	filler	1	16840784	16841028
CpGisland	CpG42	filler	1	16847280	16847892
CpGisland	CpG105	filler	1	16860873	16862296
CpGisland	CpG41	filler	1	16874401	16874813
CpGisland	CpG103	filler	1	16939456	16940454
CpGisland	CpG64	filler	1	16970855	16971492
CpGisland	CpG133	filler	1	16973485	16975045
CpGisland	CpG31	filler	1	16984777	16985053
CpGisland	CpG19	filler	1	16993451	16993690
CpGisland	CpG38	filler	1	17006742	17007151
CpGisland	CpG231	filler	1	17018683	17020959
CpGisland	CpG25	filler	1	17022986	17023284
CpGisland	CpG181	filler	1	17025923	17027942
CpGisland	CpG89	filler	1	17033768	17034728
CpGisland	CpG38	filler	1	17051491	17051891
CpGisland	CpG19	filler	1	17066763	17067002
CpGisland	CpG30	filler	1	17075404	17075680
CpGisland	CpG128	filler	1	17085411	17086974
CpGisland	CpG41	filler	1	17186111	17186523
CpGisland	CpG23	filler	1	17197561	17197849
CpGisland	CpG103	filler	1	17198626	17200049
CpGisland	CpG51	filler	1	17215421	17216094
CpGisland	CpG18	filler	1	17222227	17222466
CpGisland	CpG26	filler	1	17231298	17231680
CpGisland	CpG96	filler	1	17240038	17240970
CpGisland	CpG22	filler	1	17281818	17282056
CpGisland	CpG48	filler	1	17287290	17287684
CpGisland	CpG19	filler	1	17292904	17293115
CpGisland	CpG72	filler	1	17306551	17307363
CpGisland	CpG17	filler	1	17331885	17332093
CpGisland	CpG77	filler	1	17337829	17338590
CpGisland	CpG31	filler	1	17380456	17380722
CpGisland	CpG47	filler	1	17445651	17446088
CpGisland	CpG37	filler	1	17475702	17476075
CpGisland	CpG18	filler	1	17734435	17734645
CpGisland	CpG30	filler	1	17746200	17746547
CpGisland	CpG139	filler	1	17764072	17765811
CpGisland	CpG83	filler	1	17865863	17866630
CpGisland	CpG17	filler	1	17949452	17949670
CpGisland	CpG32	filler	1	18023481	18023792
CpGisland	CpG31	filler	1	18152378	18152842
CpGisland	CpG83	filler	1	18434105	18434813
CpGisland	CpG29	filler	1	18435566	18435904
CpGisland	CpG90	filler	1	18436551	18437673
CpGisland	CpG18	filler	1	18691874	18692081
CpGisland	CpG21	filler	1	18703295	18703496
CpGisland	CpG81	filler	1	18808873	18809667
CpGisland	CpG205	filler	1	18956895	18959829
CpGisland	CpG56	filler	1	18962842	18963481
CpGisland	CpG20	filler	1	18964180	18964401
CpGisland	CpG58	filler	1	18967251	18968119
CpGisland	CpG98	filler	1	18969548	18970739
CpGisland	CpG30	filler	1	18971729	18972097
CpGisland	CpG26	filler	1	18973028	18973304
CpGisland	CpG51	filler	1	19043390	19043828
CpGisland	CpG19	filler	1	19110720	19110932
CpGisland	CpG44	filler	1	19180945	19181469
CpGisland	CpG37	filler	1	19203874	19204234
CpGisland	CpG21	filler	1	19209626	19209914
CpGisland	CpG67	filler	1	19228828	19229634
CpGisland	CpG199	filler	1	19281948	19283883
CpGisland	CpG83	filler	1	19536151	19537046
CpGisland	CpG82	filler	1	19577884	19578708
CpGisland	CpG72	filler	1	19600249	19600942
CpGisland	CpG73	filler	1	19614998	19615660
CpGisland	CpG129	filler	1	19638207	19639309
CpGisland	CpG25	filler	1	19665010	19665276
CpGisland	CpG96	filler	1	19811703	19812644
CpGisland	CpG54	filler	1	19923341	19924002
CpGisland	CpG153	filler	1	19970255	19971923
CpGisland	CpG160	filler	1	19991146	19992788
CpGisland	CpG33	filler	1	20005510	20005865
CpGisland	CpG63	filler	1	20126029	20126780
CpGisland	CpG89	filler	1	20208807	20209462
CpGisland	CpG36	filler	1	20512360	20512797
CpGisland	CpG34	filler	1	20569455	20569817
CpGisland	CpG46	filler	1	20669566	20670018
CpGisland	CpG110	filler	1	20692582	20693534
