database	name	name2	chr	chromStart	chromEnd
UCSC	p11.2	filler	9	43600000	47300000
UCSC	p11.1	filler	9	47300000	49000000
UCSC	q11	filler	9	49000000	50700000
UCSC	q12	filler	9	50700000	65900000
UCSC	q13	filler	9	65900000	68700000
UCSC	q21.11	filler	9	68700000	72200000
UCSC	q21.12	filler	9	72200000	74000000
UCSC	q21.13	filler	9	74000000	79200000
UCSC	q21.2	filler	9	79200000	81100000
UCSC	q21.31	filler	9	81100000	84100000
UCSC	q21.32	filler	9	84100000	86900000
UCSC	q21.33	filler	9	86900000	90400000
UCSC	q22.1	filler	9	90400000	91800000
UCSC	q22.2	filler	9	91800000	93900000
UCSC	q22.31	filler	9	93900000	96600000
UCSC	q22.32	filler	9	96600000	99300000
UCSC	q22.33	filler	9	99300000	102600000
UCSC	q31.1	filler	9	102600000	108200000
UCSC	q31.2	filler	9	108200000	111300000
UCSC	q31.3	filler	9	111300000	114900000
UCSC	q32	filler	9	114900000	117700000
UCSC	q33.1	filler	9	117700000	122500000
UCSC	q33.2	filler	9	122500000	125800000
UCSC	q33.3	filler	9	125800000	130300000
UCSC	q34.11	filler	9	130300000	133500000
UCSC	q34.12	filler	9	133500000	134000000
UCSC	q34.13	filler	9	134000000	135900000
UCSC	q34.2	filler	9	135900000	137400000
UCSC	q34.3	filler	9	137400000	141213431
UCSC	p22.33	filler	X	0	4300000
UCSC	p22.32	filler	X	4300000	6000000
UCSC	p22.31	filler	X	6000000	9500000
UCSC	p22.2	filler	X	9500000	17100000
UCSC	p22.13	filler	X	17100000	19300000
UCSC	p22.12	filler	X	19300000	21900000
UCSC	p22.11	filler	X	21900000	24900000
UCSC	p21.3	filler	X	24900000	29300000
UCSC	p21.2	filler	X	29300000	31500000
UCSC	p21.1	filler	X	31500000	37600000
UCSC	p11.4	filler	X	37600000	42400000
UCSC	p11.3	filler	X	42400000	46400000
UCSC	p11.23	filler	X	46400000	49800000
UCSC	p11.22	filler	X	49800000	54800000
UCSC	p11.21	filler	X	54800000	58100000
UCSC	p11.1	filler	X	58100000	60600000
UCSC	q11.1	filler	X	60600000	63000000
UCSC	q11.2	filler	X	63000000	64600000
UCSC	q12	filler	X	64600000	67800000
UCSC	q13.1	filler	X	67800000	71800000
UCSC	q13.2	filler	X	71800000	73900000
UCSC	q13.3	filler	X	73900000	76000000
UCSC	q21.1	filler	X	76000000	84600000
UCSC	q21.2	filler	X	84600000	86200000
UCSC	q21.31	filler	X	86200000	91800000
UCSC	q21.32	filler	X	91800000	93500000
UCSC	q21.33	filler	X	93500000	98300000
UCSC	q22.1	filler	X	98300000	102600000
UCSC	q22.2	filler	X	102600000	103700000
UCSC	q22.3	filler	X	103700000	108700000
UCSC	q23	filler	X	108700000	116500000
UCSC	q24	filler	X	116500000	120900000
UCSC	q25	filler	X	120900000	128700000
UCSC	q26.1	filler	X	128700000	130400000
UCSC	q26.2	filler	X	130400000	133600000
UCSC	q26.3	filler	X	133600000	138000000
UCSC	q27.1	filler	X	138000000	140300000
UCSC	q27.2	filler	X	140300000	142100000
UCSC	q27.3	filler	X	142100000	147100000
UCSC	q28	filler	X	147100000	155270560
UCSC	p11.32	filler	Y	0	2500000
UCSC	p11.31	filler	Y	2500000	3000000
UCSC	p11.2	filler	Y	3000000	11600000
UCSC	p11.1	filler	Y	11600000	12500000
UCSC	q11.1	filler	Y	12500000	13400000
UCSC	q11.21	filler	Y	13400000	15100000
UCSC	q11.221	filler	Y	15100000	19800000
UCSC	q11.222	filler	Y	19800000	22100000
UCSC	q11.223	filler	Y	22100000	26200000
UCSC	q11.23	filler	Y	26200000	28800000
UCSC	q12	filler	Y	28800000	59373566
UCSC	p15.3	filler	10	0	3000000
UCSC	p15.2	filler	10	3000000	3800000
UCSC	p15.1	filler	10	3800000	6600000
UCSC	p14	filler	10	6600000	12200000
UCSC	p13	filler	10	12200000	17300000
UCSC	p12.33	filler	10	17300000	18600000
UCSC	p12.32	filler	10	18600000	18700000
UCSC	p12.31	filler	10	18700000	22600000
UCSC	p12.2	filler	10	22600000	24600000
UCSC	p12.1	filler	10	24600000	29600000
UCSC	p11.23	filler	10	29600000	31300000
UCSC	p11.22	filler	10	31300000	34400000
UCSC	p11.21	filler	10	34400000	38000000
UCSC	p11.1	filler	10	38000000	40200000
UCSC	q11.1	filler	10	40200000	42300000
UCSC	q11.21	filler	10	42300000	46100000
UCSC	q11.22	filler	10	46100000	49900000
UCSC	q11.23	filler	10	49900000	52900000
UCSC	q21.1	filler	10	52900000	61200000
UCSC	q21.2	filler	10	61200000	64500000
UCSC	q21.3	filler	10	64500000	70600000
UCSC	q22.1	filler	10	70600000	74900000
UCSC	q22.2	filler	10	74900000	77700000
UCSC	q22.3	filler	10	77700000	82000000
UCSC	q23.1	filler	10	82000000	87900000
UCSC	q23.2	filler	10	87900000	89500000
UCSC	q23.31	filler	10	89500000	92900000
UCSC	q23.32	filler	10	92900000	94100000
UCSC	q23.33	filler	10	94100000	97000000
UCSC	q24.1	filler	10	97000000	99300000
UCSC	q24.2	filler	10	99300000	101900000
UCSC	q24.31	filler	10	101900000	103000000
UCSC	q24.32	filler	10	103000000	104900000
UCSC	q24.33	filler	10	104900000	105800000
UCSC	q25.1	filler	10	105800000	111900000
UCSC	q25.2	filler	10	111900000	114900000
UCSC	q25.3	filler	10	114900000	119100000
UCSC	q26.11	filler	10	119100000	121700000
UCSC	q26.12	filler	10	121700000	123100000
UCSC	q26.13	filler	10	123100000	127500000
UCSC	q26.2	filler	10	127500000	130600000
UCSC	q26.3	filler	10	130600000	135534747
UCSC	p15.5	filler	11	0	2800000
UCSC	p15.4	filler	11	2800000	10700000
UCSC	p15.3	filler	11	10700000	12700000
UCSC	p15.2	filler	11	12700000	16200000
UCSC	p15.1	filler	11	16200000	21700000
UCSC	p14.3	filler	11	21700000	26100000
UCSC	p14.2	filler	11	26100000	27200000
UCSC	p14.1	filler	11	27200000	31000000
UCSC	p13	filler	11	31000000	36400000
UCSC	p12	filler	11	36400000	43500000
UCSC	p11.2	filler	11	43500000	48800000
UCSC	p11.12	filler	11	48800000	51600000
UCSC	p11.11	filler	11	51600000	53700000
UCSC	q11	filler	11	53700000	55700000
UCSC	q12.1	filler	11	55700000	59900000
UCSC	q12.2	filler	11	59900000	61700000
UCSC	q12.3	filler	11	61700000	63400000
UCSC	q13.1	filler	11	63400000	65900000
UCSC	q13.2	filler	11	65900000	68400000
UCSC	q13.3	filler	11	68400000	70400000
UCSC	q13.4	filler	11	70400000	75200000
UCSC	q13.5	filler	11	75200000	77100000
UCSC	q14.1	filler	11	77100000	85600000
UCSC	q14.2	filler	11	85600000	88300000
UCSC	q14.3	filler	11	88300000	92800000
UCSC	q21	filler	11	92800000	97200000
UCSC	q22.1	filler	11	97200000	102100000
UCSC	q22.2	filler	11	102100000	102900000
UCSC	q22.3	filler	11	102900000	110400000
UCSC	q23.1	filler	11	110400000	112500000
UCSC	q23.2	filler	11	112500000	114500000
UCSC	q23.3	filler	11	114500000	121200000
UCSC	q24.1	filler	11	121200000	123900000
UCSC	q24.2	filler	11	123900000	127800000
UCSC	q24.3	filler	11	127800000	130800000
UCSC	q25	filler	11	130800000	135006516
UCSC	p13.33	filler	12	0	3300000
UCSC	p13.32	filler	12	3300000	5400000
UCSC	p13.31	filler	12	5400000	10100000
UCSC	p13.2	filler	12	10100000	12800000
UCSC	p13.1	filler	12	12800000	14800000
UCSC	p12.3	filler	12	14800000	20000000
UCSC	p12.2	filler	12	20000000	21300000
UCSC	p12.1	filler	12	21300000	26500000
UCSC	p11.23	filler	12	26500000	27800000
UCSC	p11.22	filler	12	27800000	30700000
UCSC	p11.21	filler	12	30700000	33300000
UCSC	p11.1	filler	12	33300000	35800000
UCSC	q11	filler	12	35800000	38200000
UCSC	q12	filler	12	38200000	46400000
UCSC	q13.11	filler	12	46400000	49100000
UCSC	q13.12	filler	12	49100000	51500000
UCSC	q13.13	filler	12	51500000	54900000
UCSC	q13.2	filler	12	54900000	56600000
UCSC	q13.3	filler	12	56600000	58100000
UCSC	q14.1	filler	12	58100000	63100000
UCSC	q14.2	filler	12	63100000	65100000
UCSC	q14.3	filler	12	65100000	67700000
UCSC	q15	filler	12	67700000	71500000
UCSC	q21.1	filler	12	71500000	75700000
UCSC	q21.2	filler	12	75700000	80300000
UCSC	q21.31	filler	12	80300000	86700000
UCSC	q21.32	filler	12	86700000	89000000
UCSC	q21.33	filler	12	89000000	92600000
UCSC	q22	filler	12	92600000	96200000
UCSC	q23.1	filler	12	96200000	101600000
UCSC	q23.2	filler	12	101600000	103800000
